Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz          C       Area
    5.9695     6.0670   238.5642     0.0008    -0.0400    -0.9992     0.0137    -0.9991     0.0400    -0.9999    -0.0137    -0.0003     0.1984    12.5162
    5.9701     6.0334   238.0654     0.0012    -0.0721    -0.9974    -0.0197     0.9972    -0.0721     0.9998     0.0197    -0.0003     0.0696    12.5385
    5.9701     5.9984   237.5667    -0.0016    -0.0828    -0.9966    -0.0868    -0.9928     0.0827    -0.9962     0.0867    -0.0056     0.1130    12.5486
    5.9690     5.9604   237.0683    -0.0012    -0.0344    -0.9994     0.0380     0.9987    -0.0345     0.9993    -0.0381     0.0001     0.3067    12.5125
    5.9696     5.9731   236.5702     0.0029     0.0691    -0.9976     0.0439     0.9966     0.0692     0.9990    -0.0440    -0.0001     0.1106    12.5348
    5.9708     6.0168   236.0722     0.0003     0.0969    -0.9953    -0.9976     0.0690     0.0065     0.0693     0.9929     0.0967     0.0156    12.5636
    5.9700     6.0558   235.5738    -0.0015     0.0394    -0.9992     0.0361    -0.9986    -0.0394    -0.9993    -0.0361     0.0001     0.2320    12.5139
    5.9701     6.0510   235.0752     0.0015    -0.0496    -0.9988     0.0291    -0.9983     0.0496    -0.9996    -0.0292    -0.0000     0.1256    12.5192
    5.9708     6.0173   234.5764     0.0002    -0.0719    -0.9974    -0.2343     0.9696    -0.0700     0.9722     0.2337    -0.0166     0.0370    12.5360
    5.9700     5.9802   234.0779    -0.0029    -0.0878    -0.9961    -0.0362    -0.9955     0.0878    -0.9993     0.0363    -0.0003     0.0988    12.5518
    5.9691     5.9497   233.5795     0.0012     0.0178    -0.9998     0.0377     0.9991     0.0178     0.9993    -0.0377     0.0005     0.5265    12.5050
    5.9707     5.9946   233.0816     0.0026     0.1027    -0.9947    -0.0752    -0.9919    -0.1026    -0.9972     0.0751     0.0051     0.1827    12.5692
    5.9708     6.0355   232.5834    -0.0016     0.0857    -0.9963    -0.0267     0.9960     0.0857     0.9996     0.0267     0.0007     0.1141    12.5487
    5.9701     6.0686   232.0849    -0.0001    -0.0016    -1.0000     0.0191    -0.9998     0.0016    -0.9998    -0.0191     0.0002     0.4672    12.5022
    5.9706     6.0349   231.5862     0.0014    -0.0827    -0.9966    -0.0180     0.9964    -0.0827     0.9998     0.0181    -0.0000     0.1399    12.5449
    5.9708     6.0000   231.0875    -0.0015    -0.0787    -0.9969    -0.0730    -0.9942     0.0786    -0.9973     0.0729    -0.0043     0.1248    12.5407
    5.9697     5.9620   230.5890    -0.0013    -0.0398    -0.9992     0.0342     0.9986    -0.0398     0.9994    -0.0342     0.0000     0.2803    12.5114
    5.9700     5.9712   230.0909     0.0025     0.0655    -0.9979     0.0410     0.9970     0.0655     0.9992    -0.0411    -0.0002     0.1436    12.5282
    5.9712     6.0152   229.5929     0.0005     0.0973    -0.9953    -0.6500    -0.7563    -0.0743    -0.7599     0.6470     0.0628     0.0211    12.5607
    5.9706     6.0541   229.0945    -0.0013     0.0429    -0.9991     0.0305    -0.9986    -0.0430    -0.9995    -0.0306     0.0000     0.2019    12.5125
    5.9706     6.0524   228.5959     0.0008    -0.0460    -0.9989     0.0162    -0.9988     0.0460    -0.9999    -0.0163    -0.0001     0.1555    12.5140
    5.9709     6.0186   228.0972     0.0001    -0.0716    -0.9974    -0.1053     0.9919    -0.0712     0.9944     0.1050    -0.0075     0.0536    12.5327
    5.9703     5.9817   227.5986    -0.0024    -0.0916    -0.9958    -0.0315    -0.9953     0.0916    -0.9995     0.0316    -0.0005     0.1327    12.5532
    5.9695     5.9478   227.1002     0.0007     0.0134    -0.9999     0.0304     0.9994     0.0134     0.9995    -0.0304     0.0003     0.5587    12.5014
    5.9708     5.9926   226.6023     0.0024     0.1031    -0.9947    -0.0521    -0.9933    -0.1031    -0.9986     0.0521     0.0030     0.1949    12.5671
    5.9711     6.0338   226.1041    -0.0008     0.0896    -0.9960    -0.0186     0.9958     0.0896     0.9998     0.0186     0.0009     0.1409    12.5505
    5.9706     6.0700   225.6057    -0.0002     0.0022    -1.0000     0.0102    -0.9999    -0.0022    -0.9999    -0.0102     0.0002     0.4947    12.4999
    5.9709     6.0362   225.1069     0.0008    -0.0840    -0.9965    -0.0069     0.9964    -0.0840     1.0000     0.0070     0.0002     0.1464    12.5440
    5.9709     6.0015   224.6082    -0.0013    -0.0770    -0.9970    -0.0624    -0.9951     0.0769    -0.9981     0.0623    -0.0035     0.1192    12.5368
    5.9699     5.9635   224.1098    -0.0013    -0.0444    -0.9990     0.0305     0.9985    -0.0444     0.9995    -0.0305     0.0001     0.2492    12.5119
    5.9702     5.9692   223.6116     0.0023     0.0616    -0.9981     0.0382     0.9974     0.0616     0.9993    -0.0383    -0.0001     0.1774    12.5232
    5.9714     6.0134   223.1137     0.0009     0.0978    -0.9952    -0.3598    -0.9285    -0.0916    -0.9330     0.3582     0.0344     0.0342    12.5596
    5.9710     6.0525   222.6153    -0.0009     0.0467    -0.9989     0.0296    -0.9985    -0.0467    -0.9996    -0.0296    -0.0005     0.1730    12.5130
    5.9709     6.0538   222.1167     0.0002    -0.0424    -0.9991    -0.0049    -0.9991     0.0424    -1.0000     0.0048    -0.0004     0.1851    12.5105
    5.9712     6.0200   221.6179     0.0013    -0.0719    -0.9974     0.0786     0.9943    -0.0715     0.9969    -0.0783     0.0069     0.0675    12.5316
    5.9704     5.9831   221.1194    -0.0082    -0.0947    -0.9955    -0.2618    -0.9606     0.0935    -0.9651     0.2614    -0.0169     0.1636    12.5560
    5.9698     5.9464   220.6210     0.0232     0.0095    -0.9997     0.2803     0.9598     0.0156     0.9596    -0.2806     0.0196     0.6057    12.5030
    5.9922     5.9912   220.1236     0.0461     0.1058    -0.9933    -0.3682    -0.9226    -0.1153    -0.9286     0.3711    -0.0036     0.2043    12.5831
    6.0136     6.0325   219.6259     0.0554     0.0832    -0.9950     0.7465     0.6583     0.0966     0.6630    -0.7481    -0.0257     0.1505    12.5619
    6.0343     6.0710   219.1279    -0.0149     0.0397    -0.9991    -0.8203    -0.5718    -0.0105    -0.5717     0.8194     0.0411     0.4830    12.5103
    5.9989     6.0709   218.6293    -0.0843    -0.0111    -0.9964     0.8467     0.5263    -0.0775     0.5253    -0.8502    -0.0349     0.1358    12.5445
    5.9628     6.0706   218.1307    -0.0770     0.0027    -0.9970    -0.9798    -0.1854     0.0752    -0.1846     0.9827     0.0169     0.0882    12.5363
    5.9256     6.0708   217.6321    -0.0474    -0.0002    -0.9989     0.9986     0.0229    -0.0474     0.0229    -0.9997    -0.0009     0.2050    12.5132
    5.9275     6.0707   217.1338     0.0550    -0.0015    -0.9985     0.9973    -0.0486     0.0550    -0.0486    -0.9988    -0.0012     0.2073    12.5182
    5.9709     6.0703   216.6358     0.0986     0.0030    -0.9951    -0.7522     0.6550    -0.0725     0.6515     0.7557     0.0668     0.0433    12.5604
    6.0125     6.0709   216.1377     0.0610    -0.0097    -0.9981    -0.8283    -0.5585    -0.0452    -0.5570     0.8294    -0.0421     0.1421    12.5232
    6.0260     6.0553   215.6393    -0.0115    -0.0542    -0.9985    -0.8681    -0.4951     0.0368    -0.4963     0.8671    -0.0413     0.1995    12.5185
    6.0083     6.0220   215.1409    -0.0400    -0.0674    -0.9969     0.7899     0.6089    -0.0729     0.6119    -0.7904     0.0289     0.0750    12.5379
    5.9895     5.9853   214.6427    -0.0478    -0.0963    -0.9942    -0.4864    -0.8671     0.1073    -0.8724     0.4887    -0.0054     0.1844    12.5723
    5.9701     5.9470   214.1446     0.0020     0.0036    -1.0000     0.4585     0.8887     0.0041     0.8887    -0.4585     0.0001     0.6383    12.4997
    5.9912     5.9888   213.6472     0.0500     0.1031    -0.9934    -0.5103    -0.8524    -0.1142    -0.8586     0.5126     0.0100     0.1881    12.5826
    6.0127     6.0304   213.1495     0.0534     0.0840    -0.9950     0.7881     0.6084     0.0937     0.6132    -0.7892    -0.0337     0.1396    12.5622
    6.0332     6.0690   212.6515    -0.0117     0.0418    -0.9991    -0.8238    -0.5668    -0.0140    -0.5668     0.8228     0.0410     0.4527    12.5117
    6.0002     6.0708   212.1530    -0.0817    -0.0086    -0.9966     0.8543     0.5144    -0.0745     0.5133    -0.8575    -0.0347     0.1051    12.5423
    5.9640     6.0706   211.6544    -0.0764     0.0024    -0.9971    -0.9862    -0.1472     0.0752    -0.1466     0.9891     0.0136     0.0701    12.5368
    5.9271     6.0710   211.1558    -0.0516     0.0002    -0.9987     0.9986     0.0082    -0.0516     0.0081    -1.0000    -0.0006     0.1683    12.5169
    5.9251     6.0709   210.6575     0.0494    -0.0012    -0.9988     0.9984    -0.0279     0.0495    -0.0279    -0.9996    -0.0002     0.2381    12.5158
    5.9682     6.0702   210.1595     0.1004    -0.0002    -0.9949    -0.9503     0.2962    -0.0959     0.2947     0.9551     0.0296     0.0354    12.5642
    6.0104     6.0708   209.6613     0.0605     0.0014    -0.9982    -0.9976    -0.0339    -0.0605    -0.0339     0.9994    -0.0007     0.1263    12.5238
    6.0191     6.0710   209.1630    -0.0370    -0.0005    -0.9993    -0.9992    -0.0125     0.0370    -0.0125     0.9999    -0.0001     0.2659    12.5095
    5.9827     6.0706   208.6644    -0.0777    -0.0006    -0.9970     0.9965     0.0315    -0.0777     0.0315    -0.9995    -0.0019     0.1031    12.5390
    5.9460     6.0707   208.1659    -0.0904     0.0010    -0.9959    -0.9957     0.0201     0.0904     0.0202     0.9998    -0.0008     0.1536    12.5527
    5.9091     6.0711   207.6673    -0.0016    -0.0002    -1.0000     0.9999    -0.0159    -0.0016    -0.0159    -0.9999     0.0002     0.5126    12.5016
    5.9454     6.0705   207.1692     0.0939    -0.0013    -0.9956    -0.9951     0.0307    -0.0939     0.0307     0.9995     0.0016     0.1257    12.5574
    5.9881     6.0704   206.6711     0.0998     0.0010    -0.9950     0.9944     0.0356     0.0997     0.0355    -0.9994     0.0025     0.1497    12.5649
    6.0303     6.0711   206.1730     0.0158     0.0005    -0.9999    -0.9998    -0.0151    -0.0158    -0.0151     0.9999     0.0003     0.4892    12.5039
    6.0014     6.0707   205.6745    -0.0830    -0.0012    -0.9965     0.9965     0.0051    -0.0830     0.0052    -1.0000     0.0008     0.0898    12.5457
    5.9650     6.0704   205.1759    -0.0754     0.0002    -0.9972    -0.9934     0.0864     0.0751     0.0862     0.9963    -0.0063     0.0599    12.5383
    5.9280     6.0708   204.6774    -0.0560     0.0009    -0.9984     0.9983    -0.0181    -0.0560    -0.0182    -0.9998     0.0001     0.1371    12.5226
    5.9226     6.0708   204.1790     0.0453    -0.0012    -0.9990     0.9987    -0.0219     0.0453    -0.0220    -0.9998     0.0002     0.2703    12.5163
    5.9657     6.0701   203.6810     0.1007    -0.0003    -0.9949    -0.9753     0.1975    -0.0987     0.1965     0.9803     0.0196     0.0492    12.5677
    6.0080     6.0707   203.1828     0.0643     0.0014    -0.9979    -0.9974    -0.0324    -0.0643    -0.0324     0.9995    -0.0007     0.0978    12.5300
    6.0201     6.0709   202.6845    -0.0312    -0.0006    -0.9995    -0.9994    -0.0162     0.0312    -0.0162     0.9999    -0.0001     0.2865    12.5103
    5.9837     6.0705   202.1860    -0.0847    -0.0002    -0.9964     0.9928     0.0850    -0.0844     0.0847    -0.9964    -0.0070     0.0723    12.5495
    5.9471     6.0705   201.6874    -0.0681    -0.0012    -0.9977    -0.4611    -0.8868     0.0326    -0.8847     0.4622     0.0598     0.0117    12.5339
    5.9104     6.0708   201.1888    -0.0826     0.0067    -0.9966    -0.7788     0.6235     0.0688     0.6218     0.7818    -0.0463     0.0676    12.5482
    5.8668     6.0777   200.6909    -0.0832     0.0178    -0.9964     0.9954     0.0486    -0.0823     0.0470    -0.9987    -0.0218     0.0503    12.5510
    5.8377     6.0924   200.1928    -0.0205     0.0519    -0.9984     0.8330     0.5531     0.0117     0.5529    -0.8315    -0.0546     0.2423    12.5254
    5.8495     6.1238   199.6940     0.0612     0.0507    -0.9968     0.6690    -0.7433     0.0032    -0.7408    -0.6670    -0.0794     0.1867    98.8295
    5.8938     6.1383   199.1966     0.1125     0.0205    -0.9934     0.9695     0.2169     0.1143     0.2178    -0.9760     0.0045     0.0834   113.2977
    5.9463     6.1486   198.6996     0.0696     0.0162    -0.9974    -0.9878    -0.1383    -0.0712    -0.1391     0.9903     0.0064     0.2560   112.8429
    5.9527     6.1529   198.2014    -0.0375     0.0023    -0.9993    -0.9927    -0.1148     0.0370    -0.1146     0.9934     0.0066     0.1790   112.6341
    5.9238     6.1526   197.7023    -0.0543    -0.0013    -0.9985     0.9969     0.0576    -0.0543     0.0576    -0.9983    -0.0019     0.1112   112.7207
    5.9134     6.1525   197.2031     0.0187     0.0007    -0.9998     0.9998     0.0069     0.0187     0.0069    -1.0000    -0.0005     0.1819   112.5742
    5.9359     6.1530   196.7037     0.0520     0.0009    -0.9986    -0.9986    -0.0056    -0.0520    -0.0056     1.0000     0.0006     0.0487   112.7070
    5.9584     6.1534   196.2043     0.0431     0.0008    -0.9991     0.9990    -0.0119     0.0431    -0.0118    -0.9999    -0.0013     0.0130   112.6591
    5.9809     6.1538   195.7049     0.0455     0.0010    -0.9990    -0.9648     0.2594    -0.0437     0.2591     0.9658     0.0127     0.0034   112.6712
    6.0034     6.1541   195.2055     0.0448    -0.0001    -0.9990     0.0876    -0.9961     0.0040    -0.9951    -0.0877    -0.0446     0.0052   112.6675
    6.0260     6.1537   194.7061     0.0459    -0.0011    -0.9989     0.9439     0.3274     0.0430     0.3270    -0.9449     0.0160     0.0040   112.6730
    6.0485     6.1533   194.2067     0.0429    -0.0008    -0.9991    -0.9991    -0.0041    -0.0429    -0.0041     1.0000    -0.0009     0.0156   112.6582
    6.0711     6.1529   193.7073     0.0537    -0.0010    -0.9986     0.9984    -0.0180     0.0537    -0.0180    -0.9998     0.0001     0.0587   112.7169
    6.0937     6.1524   193.2079     0.0136    -0.0002    -0.9999    -0.9997     0.0196    -0.0136     0.0196     0.9998     0.0000     0.2195   112.5648
    6.0829     6.1527   192.7084    -0.0372     0.0008    -0.9993     0.9991    -0.0195    -0.0372    -0.0195    -0.9998    -0.0000     0.0158   112.6325
    6.0655     6.1530   192.2088    -0.0343     0.0007    -0.9994    -0.9992     0.0226     0.0343     0.0226     0.9997    -0.0001     0.0043   112.6208
    6.0480     6.1534   191.7092    -0.0351     0.0007    -0.9994     0.9972    -0.0659    -0.0351    -0.0659    -0.9978     0.0016     0.0011   112.6238
    6.0305     6.1537   191.2096    -0.0349     0.0008    -0.9994    -0.8469     0.5309     0.0300     0.5306     0.8474    -0.0179     0.0004   112.6230
    6.0131     6.1541   190.7100    -0.0349     0.0006    -0.9994     0.2226    -0.9749    -0.0084    -0.9743    -0.2227     0.0339     0.0008   112.6232
    5.9956     6.1542   190.2104    -0.0349    -0.0003    -0.9994    -0.0710    -0.9975     0.0028    -0.9969     0.0710     0.0348     0.0029   112.6232
    5.9782     6.1539   189.7108    -0.0348    -0.0008    -0.9994     0.7694     0.6382    -0.0273     0.6378    -0.7699    -0.0216     0.0012   112.6225
    5.9607     6.1535   189.2112    -0.0354    -0.0007    -0.9994    -0.9964    -0.0773     0.0354    -0.0773     0.9970     0.0021     0.0036   112.6251
    5.9433     6.1532   188.7115    -0.0329    -0.0007    -0.9995     0.9992     0.0244    -0.0330     0.0244    -0.9997    -0.0001     0.0135   112.6156
    5.9258     6.1528   188.2119    -0.0422    -0.0009    -0.9991    -0.9989    -0.0206     0.0422    -0.0206     0.9998     0.0000     0.0504   112.6547
    5.9084     6.1525   187.7123    -0.0077    -0.0002    -1.0000     0.9998     0.0203    -0.0077     0.0203    -0.9998     0.0000     0.1884   112.5578
    5.9197     6.1527   187.2127     0.0365     0.0007    -0.9993    -0.9991    -0.0207    -0.0365    -0.0207     0.9998    -0.0000     0.0111   112.6295
    5.9372     6.1530   186.7131     0.0345     0.0007    -0.9994     0.9991     0.0248     0.0345     0.0248    -0.9997     0.0002     0.0030   112.6214
    5.9546     6.1534   186.2135     0.0350     0.0007    -0.9994    -0.9961    -0.0808    -0.0350    -0.0808     0.9967    -0.0021     0.0008   112.6235
    5.9721     6.1538   185.7139     0.0349     0.0007    -0.9994     0.7730     0.6338     0.0274     0.6334    -0.7735     0.0215     0.0003   112.6229
    5.9895     6.1541   185.2143     0.0349     0.0006    -0.9994    -0.1564    -0.9877    -0.0061    -0.9871     0.1565    -0.0344     0.0007   112.6230
    6.0070     6.1542   184.7147     0.0350    -0.0003    -0.9994     0.1175    -0.9931     0.0044    -0.9925    -0.1176    -0.0347     0.0030   112.6233
    6.0244     6.1539   184.2151     0.0348    -0.0008    -0.9994    -0.7710     0.6362    -0.0274     0.6358     0.7715     0.0215     0.0013   112.6227
    6.0419     6.1535   183.7155     0.0355    -0.0007    -0.9994     0.9962    -0.0796     0.0354    -0.0796    -0.9968    -0.0021     0.0036   112.6252
    6.0593     6.1531   183.2159     0.0330    -0.0007    -0.9995    -0.9991     0.0250    -0.0330     0.0250     0.9997     0.0001     0.0133   112.6158
    6.0768     6.1528   182.7163     0.0421    -0.0009    -0.9991     0.9989    -0.0210     0.0421    -0.0210    -0.9998    -0.0000     0.0498   112.6544
    6.0943     6.1524   182.2167     0.0081    -0.0002    -1.0000    -0.9998     0.0207    -0.0081     0.0207     0.9998    -0.0000     0.1860   112.5581
    6.0832     6.1527   181.7171    -0.0362     0.0007    -0.9993     0.9991    -0.0212    -0.0362    -0.0212    -0.9998     0.0000     0.0085   112.6281
    6.0658     6.1530   181.2175    -0.0346     0.0007    -0.9994    -0.9991     0.0262     0.0346     0.0262     0.9997    -0.0002     0.0023   112.6219
    6.0483     6.1534   180.7179    -0.0350     0.0007    -0.9994     0.9949    -0.0946    -0.0349    -0.0946    -0.9955     0.0026     0.0006   112.6235
    6.0308     6.1537   180.2183    -0.0349     0.0007    -0.9994    -0.7291     0.6840     0.0260     0.6836     0.7295    -0.0233     0.0003   112.6231
    6.0134     6.1541   179.7187    -0.0349     0.0006    -0.9994     0.1967    -0.9804    -0.0075    -0.9798    -0.1969     0.0341     0.0007   112.6232
    5.9959     6.1542   179.2191    -0.0349    -0.0003    -0.9994    -0.0616    -0.9981     0.0024    -0.9975     0.0616     0.0349     0.0030   112.6232
    5.9785     6.1539   178.7195    -0.0348    -0.0008    -0.9994     0.7472     0.6640    -0.0265     0.6637    -0.7477    -0.0225     0.0012   112.6225
    5.9610     6.1535   178.2199    -0.0354    -0.0007    -0.9994    -0.9961    -0.0812     0.0353    -0.0812     0.9967     0.0022     0.0035   112.6251
    5.9436     6.1532   177.7203    -0.0330    -0.0007    -0.9995     0.9992     0.0247    -0.0330     0.0247    -0.9997    -0.0001     0.0131   112.6158
    5.9261     6.1528   177.2207    -0.0420    -0.0009    -0.9991    -0.9989    -0.0206     0.0420    -0.0206     0.9998     0.0000     0.0490   112.6537
    5.9087     6.1525   176.7211    -0.0085    -0.0002    -1.0000     0.9998     0.0203    -0.0085     0.0203    -0.9998     0.0000     0.1831   112.5585
    5.9194     6.1527   176.2215     0.0357     0.0007    -0.9994    -0.9991    -0.0210    -0.0357    -0.0210     0.9998    -0.0000     0.0058   112.6264
    5.9369     6.1530   175.7219     0.0347     0.0007    -0.9994     0.9990     0.0275     0.0347     0.0275    -0.9996     0.0002     0.0016   112.6222
    5.9543     6.1534   175.2222     0.0350     0.0007    -0.9994    -0.9925    -0.1171    -0.0348    -0.1170     0.9931    -0.0034     0.0004   112.6233
    5.9717     6.1537   174.7226     0.0349     0.0007    -0.9994     0.6278     0.7780     0.0225     0.7776    -0.6282     0.0267     0.0002   112.6230
    5.9892     6.1541   174.2230     0.0349     0.0006    -0.9994    -0.1409    -0.9900    -0.0055    -0.9894     0.1410    -0.0345     0.0006   112.6230
    6.0066     6.1542   173.7234     0.0350    -0.0003    -0.9994     0.1096    -0.9940     0.0041    -0.9934    -0.1097    -0.0347     0.0031   112.6233
    6.0241     6.1539   173.2238     0.0348    -0.0008    -0.9994    -0.7503     0.6605    -0.0267     0.6602     0.7508     0.0224     0.0013   112.6227
    6.0416     6.1535   172.7242     0.0354    -0.0007    -0.9994     0.9959    -0.0836     0.0354    -0.0835    -0.9965    -0.0023     0.0035   112.6252
    6.0590     6.1532   172.2246     0.0331    -0.0007    -0.9995    -0.9991     0.0253    -0.0331     0.0253     0.9997     0.0001     0.0130   112.6160
    6.0765     6.1528   171.7250     0.0419    -0.0009    -0.9991     0.9989    -0.0210     0.0419    -0.0211    -0.9998    -0.0000     0.0483   112.6534
    6.0940     6.1524   171.2254     0.0089    -0.0002    -1.0000    -0.9997     0.0207    -0.0089     0.0207     0.9998    -0.0000     0.1806   112.5589
    6.0835     6.1526   170.7258    -0.0354     0.0007    -0.9994     0.9991    -0.0219    -0.0354    -0.0220    -0.9998     0.0000     0.0031   112.6250
    6.0661     6.1530   170.2262    -0.0348     0.0007    -0.9994    -0.9988     0.0331     0.0348     0.0331     0.9995    -0.0004     0.0008   112.6227
    6.0486     6.1534   169.7266    -0.0350     0.0007    -0.9994     0.9827    -0.1818    -0.0345    -0.1817    -0.9833     0.0057     0.0002   112.6233
    6.0311     6.1537   169.2270    -0.0349     0.0007    -0.9994    -0.4961     0.8681     0.0180     0.8676     0.4964    -0.0300     0.0002   112.6232
    6.0137     6.1541   168.7274    -0.0349     0.0006    -0.9994     0.1782    -0.9840    -0.0069    -0.9834    -0.1784     0.0343     0.0005   112.6232
    5.9962     6.1542   168.2278    -0.0349    -0.0003    -0.9994    -0.0538    -0.9986     0.0021    -0.9979     0.0538     0.0349     0.0031   112.6232
    5.9788     6.1539   167.7282    -0.0348    -0.0008    -0.9994     0.7244     0.6889    -0.0258     0.6885    -0.7248    -0.0234     0.0012   112.6225
    5.9613     6.1535   167.2286    -0.0354    -0.0007    -0.9994    -0.9957    -0.0854     0.0353    -0.0853     0.9964     0.0023     0.0034   112.6250
    5.9439     6.1532   166.7290    -0.0331    -0.0007    -0.9995     0.9991     0.0250    -0.0331     0.0250    -0.9997    -0.0001     0.0128   112.6160
    5.9264     6.1528   166.2294    -0.0418    -0.0008    -0.9991    -0.9989    -0.0206     0.0418    -0.0206     0.9998     0.0000     0.0476   112.6527
    5.9090     6.1525   165.7298    -0.0093    -0.0002    -1.0000     0.9998     0.0203    -0.0093     0.0203    -0.9998     0.0000     0.1777   112.5593
    5.9191     6.1527   165.2302     0.0350     0.0007    -0.9994    -0.9990    -0.0284    -0.0350    -0.0284     0.9996    -0.0003     0.0004   112.6233
    5.9365     6.1530   164.7306     0.0349     0.0007    -0.9994     0.9950     0.0940     0.0348     0.0940    -0.9956     0.0026     0.0001   112.6230
    5.9540     6.1534   164.2310     0.0349     0.0007    -0.9994    -0.7335    -0.6791    -0.0261    -0.6787     0.7340    -0.0232     0.0000   112.6231
    5.9714     6.1537   163.7314     0.0349     0.0007    -0.9994     0.1813     0.9834     0.0070     0.9828    -0.1815     0.0342     0.0001   112.6231
    5.9889     6.1541   163.2318     0.0349     0.0006    -0.9994    -0.1178    -0.9930    -0.0048    -0.9924     0.1179    -0.0346     0.0005   112.6230
    6.0063     6.1542   162.7322     0.0350    -0.0003    -0.9994     0.1022    -0.9948     0.0038    -0.9942    -0.1022    -0.0347     0.0032   112.6233
    6.0238     6.1539   162.2326     0.0348    -0.0008    -0.9994    -0.7288     0.6843    -0.0260     0.6839     0.7292     0.0232     0.0013   112.6227
    6.0413     6.1535   161.7329     0.0354    -0.0007    -0.9994     0.9955    -0.0878     0.0353    -0.0878    -0.9961    -0.0024     0.0034   112.6251
    6.0587     6.1532   161.2333     0.0331    -0.0007    -0.9995    -0.9991     0.0256    -0.0331     0.0256     0.9997     0.0002     0.0126   112.6162
    6.0762     6.1528   160.7337     0.0417    -0.0009    -0.9991     0.9989    -0.0211     0.0417    -0.0211    -0.9998    -0.0000     0.0469   112.6525
    6.0937     6.1524   160.2341     0.0097    -0.0002    -1.0000    -0.9997     0.0207    -0.0097     0.0207     0.9998    -0.0000     0.1752   112.5597
    6.0838     6.1526   159.7345    -0.0346     0.0007    -0.9994    -0.9992     0.0192     0.0346     0.0192     0.9998     0.0001     0.0022   112.6219
    6.0664     6.1530   159.2349    -0.0350     0.0007    -0.9994     0.9994    -0.0067    -0.0350    -0.0067    -1.0000    -0.0005     0.0006   112.6235
    6.0489     6.1534   158.7353    -0.0349     0.0007    -0.9994    -0.9845    -0.1718     0.0343    -0.1717     0.9851     0.0067     0.0002   112.6231
    6.0314     6.1537   158.2357    -0.0349     0.0007    -0.9994     0.1992     0.9799    -0.0062     0.9793    -0.1993    -0.0344     0.0001   112.6232
    6.0140     6.1541   157.7361    -0.0349     0.0007    -0.9994     0.1496    -0.9887    -0.0059    -0.9881    -0.1497     0.0344     0.0004   112.6231
    5.9965     6.1542   157.2365    -0.0349    -0.0002    -0.9994    -0.0465    -0.9989     0.0019    -0.9983     0.0465     0.0349     0.0032   112.6232
    5.9791     6.1539   156.7369    -0.0348    -0.0008    -0.9994     0.7006     0.7131    -0.0250     0.7127    -0.7010    -0.0242     0.0012   112.6225
    5.9616     6.1535   156.2373    -0.0354    -0.0007    -0.9994    -0.9953    -0.0897     0.0353    -0.0897     0.9960     0.0025     0.0033   112.6249
    5.9442     6.1532   155.7377    -0.0331    -0.0007    -0.9995     0.9991     0.0253    -0.0331     0.0253    -0.9997    -0.0002     0.0124   112.6162
    5.9267     6.1528   155.2381    -0.0416    -0.0008    -0.9991    -0.9989    -0.0206     0.0416    -0.0207     0.9998     0.0000     0.0461   112.6518
    5.9093     6.1525   154.7385    -0.0100    -0.0002    -0.9999     0.9997     0.0203    -0.0100     0.0203    -0.9998     0.0000     0.1724   112.5601
    5.9188     6.1527   154.2389     0.0342     0.0007    -0.9994     0.9992     0.0197     0.0342     0.0197    -0.9998    -0.0000     0.0049   112.6203
    5.9362     6.1530   153.7393     0.0351     0.0007    -0.9994    -0.9993    -0.0149    -0.0351    -0.0149     0.9999     0.0002     0.0013   112.6238
    5.9537     6.1534   153.2397     0.0348     0.0007    -0.9994     0.9980    -0.0525     0.0348    -0.0524    -0.9986    -0.0025     0.0003   112.6228
    5.9711     6.1537   152.7401     0.0349     0.0007    -0.9994    -0.6527     0.7573    -0.0223     0.7568     0.6531     0.0269     0.0001   112.6231
    5.9886     6.1541   152.2405     0.0349     0.0007    -0.9994    -0.0799    -0.9968    -0.0034    -0.9962     0.0799    -0.0347     0.0004   112.6230
    6.0060     6.1543   151.7409     0.0350    -0.0003    -0.9994     0.0952    -0.9954     0.0036    -0.9948    -0.0953    -0.0348     0.0033   112.6233
    6.0235     6.1539   151.2413     0.0348    -0.0008    -0.9994    -0.7064     0.7074    -0.0252     0.7070     0.7069     0.0240     0.0013   112.6227
    6.0410     6.1535   150.7417     0.0354    -0.0007    -0.9994     0.9951    -0.0923     0.0353    -0.0922    -0.9957    -0.0026     0.0033   112.6251
    6.0584     6.1532   150.2421     0.0332    -0.0007    -0.9994    -0.9991     0.0259    -0.0332     0.0259     0.9997     0.0002     0.0122   112.6164
    6.0759     6.1528   149.7425     0.0415    -0.0009    -0.9991     0.9989    -0.0211     0.0415    -0.0211    -0.9998    -0.0000     0.0455   112.6515
